"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"2018-10-12";"935.2262";"84.5";"0.32";"3694.13";"179.8";"1106.7368";"11787.97";"19689.2"
"2018-10-11";"931.8175";"84.2";"0.25";"2993.82";"192.7";"1106.7368";"11895.24";"19687.16"
"2018-10-10";"929.0267";"83.94";"0.2";"2442.23";"210.1";"1106.7368";"11895.9";"19685.52"
"2018-10-09";"926.9378";"83.75";"0.14";"1895.03";"324.4";"1106.7368";"11896.57";"19683.82"
"2018-10-08";"925.4089";"83.62";"0.16";"2098.18";"328.8";"1106.7368";"11896.09";"19685.13"
"2018-10-07";"923.6469";"83.46";"0.27";"3131.08";"133.8";"1106.7409";"11896.99";"19683.06"
"2018-10-06";"920.6424";"83.18";"0.28";"3307.62";"190.5";"1106.7559";"11902.33";"19680.93"
"2018-10-05";"917.5064";"82.9";"0.19";"2497.61";"394.5";"1106.7559";"11903.11";"19678.79"
"2018-10-04";"915.3746";"82.71";"0.14";"1820.83";"310.6";"1106.7559";"11894.71";"19677.04"
"2018-10-03";"913.8572";"82.58";"0.17";"2128.34";"277.7";"1106.6815";"11902.28";"19675.37"
"2018-10-02";"912.1225";"82.42";"0.14";"1943.36";"338.9";"1106.6815";"11903";"19673.66"
"2018-10-01";"910.4941";"82.27";"0.15";"2017.42";"382.7";"1106.6965";"11832.59";"19530.86"
"2018-09-30";"909.0696";"82.19";"0.27";"3254.18";"227.8";"1106.0685";"11940.08";"19674.24"
"2018-09-29";"906.0197";"81.91";"0.27";"3232.98";"270.9";"1106.0685";"11940.37";"19673.46"
"2018-09-28";"903.0282";"81.64";"0.23";"3057.29";"468.6";"1106.0685";"11940.58";"19672.86"
"2018-09-27";"900.4152";"81.41";"0.24";"2990.36";"384.3";"1106.0707";"11918.82";"19672.16"
"2018-09-26";"897.7377";"81.16";"0.18";"2503.8";"524";"1106.0686";"11918.92";"19672.32"
"2018-09-25";"895.5665";"80.97";"0.17";"2487.65";"613.6";"1106.0685";"11896.88";"19672.41"
"2018-09-24";"893.6638";"80.8";"0.17";"2689.67";"775.2";"1106.0535";"11918.45";"19673.02"
"2018-09-23";"891.4139";"80.59";"0.32";"3871.35";"375.5";"1106.087";"11919.65";"19671.35"
"2018-09-22";"887.9218";"80.28";"0.31";"3838.38";"369.2";"1106.087";"11920.42";"19669.22"
"2018-09-21";"884.4681";"79.96";"0.31";"3774.74";"360.6";"1106.087";"11899.05";"19667.39"
"2018-09-20";"880.8942";"79.64";"0.29";"3533.99";"332.3";"1106.087";"11899.87";"19665.1"
"2018-09-19";"877.856";"79.37";"0.31";"3704.08";"271.6";"1106.072";"11900.38";"19663.1"
"2018-09-18";"874.2647";"79.04";"0.33";"3826.44";"222.3";"1106.072";"11901.41";"19660.31"
"2018-09-17";"870.6398";"78.71";"0.3";"3659.54";"301.6";"1106.087";"11901.43";"19660.99"
"2018-09-16";"867.2509";"78.41";"0.43";"4951.78";"152.8";"1106.1117";"11902.78";"19658.76"
"2018-09-15";"862.4305";"77.97";"0.42";"4813.37";"206.4";"1106.1117";"11903.81";"19656.05"
"2018-09-14";"857.8287";"77.55";"0.32";"3871.62";"356.1";"1106.1117";"11904.47";"19654.32"
"2018-09-13";"853.3063";"77.15";"0.25";"3338.37";"545.4";"1106.0967";"11904.56";"19653.22"
"2018-09-12";"851.5645";"76.99";"0.26";"3418.16";"594";"1106.1117";"11905.02";"19652.48"
"2018-09-11";"848.7309";"76.73";"0.29";"3525.26";"357";"1106.1117";"11905.56";"19651.05"
"2018-09-10";"845.5472";"76.44";"0.29";"3612.79";"379.6";"1106.1117";"11906.12";"19649.63"
"2018-09-09";"841.8978";"76.12";"0.39";"4469.71";"163";"1106.0171";"11905.69";"19645.63"
"2018-09-08";"837.6601";"75.74";"0.35";"4212.14";"318";"1106.0171";"11906.36";"19643.92"
"2018-09-07";"833.7584";"75.38";"0.29";"3620.1";"418.3";"1106.0171";"11906.69";"19643.07"
"2018-09-06";"830.7357";"75.11";"0.25";"3338.27";"585.5";"1106.0171";"11907.09";"19642.04"
"2018-09-05";"827.8199";"74.85";"0.26";"3429.6";"518.6";"1105.9471";"11907.55";"19640.82"
"2018-09-04";"824.7982";"74.58";"0.26";"3409.77";"511.5";"1105.9471";"11907.97";"19639.69"
"2018-09-03";"821.8985";"74.32";"0.27";"3640.87";"671.7";"1105.9471";"11907.48";"19641.03"
"2018-09-02";"818.9071";"74.05";"0.4";"4508.96";"103.3";"1105.84";"11907.59";"19636.61"
"2018-09-01";"814.4906";"73.65";"0.38";"4307.21";"158";"1105.84";"11908.17";"19634.97"
"2018-08-31";"809.4957";"73.23";"0.3";"3761.59";"459.5";"1105.432";"11919.07";"19633.74"
"2018-08-30";"806.6467";"72.97";"0.29";"3846.93";"592.5";"1105.432";"11919.93";"19632.44"
"2018-08-29";"803.4076";"72.68";"0.31";"4028.6";"603.6";"1105.432";"11920.56";"19630.96"
"2018-08-28";"800.0076";"72.37";"0.32";"4135.07";"602.3";"1105.432";"11921.46";"19629.09"
"2018-08-27";"796.4625";"72.05";"0.38";"4545.83";"304.6";"1105.432";"11895.75";"19627.14"
"2018-08-26";"792.1954";"71.66";"0.45";"5120.43";"182.1";"1105.467";"11872";"19625.93"
"2018-08-25";"787.2257";"71.21";"0.42";"4937.28";"245.9";"1105.467";"11872.66";"19624.07"
"2018-08-24";"781.9706";"70.74";"0.38";"4529.41";"357.6";"1105.467";"11900.66";"19621.99"
"2018-08-23";"778.3792";"70.41";"0.35";"4224.88";"400";"1105.537";"11901.45";"19619.97"
"2018-08-22";"774.5313";"70.06";"0.36";"4283.12";"333.3";"1105.467";"11902.69";"19617.95"
"2018-08-21";"770.5599";"69.7";"0.37";"4502.73";"456.9";"1105.467";"11878.23";"19616.02"
"2018-08-20";"766.5062";"69.34";"0.36";"4490.43";"508.8";"1105.467";"11871.1";"19615.8"
"2018-08-19";"762.4934";"68.97";"0.5";"5661.88";"125.7";"1105.4966";"11871.03";"19614.31"
"2018-08-18";"756.9435";"68.47";"0.5";"5703.04";"129.9";"1105.4876";"11871.67";"19612.27"
"2018-08-17";"751.3644";"67.97";"0.46";"5256.05";"194.6";"1105.4876";"11885.34";"19610.16"
"2018-08-16";"746.1719";"67.5";"0.44";"5004.21";"127.1";"1105.4876";"11886.25";"19608.09"
"2018-08-15";"741.3129";"67.06";"0.47";"5317.3";"98.5";"1105.4832";"11886.86";"19605.85"
"2018-08-14";"736.0606";"66.58";"0.42";"4823.92";"188.4";"1105.4982";"11887.66";"19603.98"
"2018-08-13";"731.427";"66.16";"0.4";"4717.65";"260";"1105.4982";"11878.77";"19603.55"
"2018-08-12";"726.9602";"65.76";"0.49";"5595.69";"135.6";"1105.5188";"11881.39";"19602"
"2018-08-11";"721.4902";"65.26";"0.51";"5712.96";"113.9";"1105.5188";"11881.96";"19599.92"
"2018-08-10";"715.8876";"64.76";"0.45";"5251.32";"224";"1105.5188";"11887.2";"19597.97"
"2018-08-09";"710.8605";"64.3";"0.4";"4628.57";"223.6";"1105.5188";"11862.03";"19557.57"
"2018-08-08";"706.3916";"63.9";"0.38";"4391.85";"245.7";"1105.5188";"11887.54";"19555.59"
"2018-08-07";"702.1437";"63.51";"0.35";"4105.04";"240.8";"1105.5188";"11888.19";"19553.58"
"2018-08-06";"697.5201";"63.08";"0.36";"4225.7";"238.1";"1105.8162";"11891.26";"19544.69"
"2018-08-05";"693.4977";"62.71";"0.47";"5432.62";"202.6";"1105.8526";"11893.42";"19543.54"
"2018-08-04";"688.2009";"62.23";"0.46";"5371.44";"235.8";"1105.8526";"11894.95";"19541.62"
"2018-08-03";"682.9977";"61.76";"0.37";"4624.82";"501.5";"1105.8676";"11940.53";"19539.92"
"2018-08-02";"678.8306";"61.38";"0.36";"4364.87";"391.3";"1105.8676";"11737";"19538.57"
"2018-08-01";"674.8091";"61.19";"0.4";"4687.4";"308.5";"1102.8557";"11733.04";"19537.82"
"2018-07-31";"670.4859";"60.63";"0.41";"4834.69";"337.8";"1105.8676";"11945.71";"19536.63"
"2018-07-30";"665.8304";"60.21";"0.4";"4802.48";"365.6";"1105.8676";"11942.1";"19536.25"
"2018-07-29";"661.3795";"59.8";"0.46";"5297.36";"236";"1105.8938";"11942.85";"19574.34"
"2018-07-28";"656.3109";"59.35";"0.42";"5014.15";"319.4";"1105.8938";"11943.2";"19573.31"
"2018-07-27";"651.4496";"58.91";"0.34";"4118.18";"409.7";"1105.9088";"11891.32";"19572.26"
"2018-07-26";"647.7411";"58.57";"0.31";"3834";"424.9";"1105.8938";"11882.61";"19570.86"
"2018-07-25";"644.2615";"58.26";"0.31";"3863.62";"428.1";"1105.9088";"11892.1";"19570.1"
"2018-07-24";"640.8578";"57.95";"0.3";"3852.57";"534.4";"1105.9088";"11892.2";"19569.76"
"2018-07-23";"637.5863";"57.65";"0.34";"4057.97";"340.1";"1105.9088";"11871.07";"19570.05"
"2018-07-22";"633.8848";"57.32";"0.44";"5070.06";"178.1";"1105.8532";"11871.13";"19568.09"
"2018-07-21";"629.0137";"56.88";"0.43";"4892.68";"150.2";"1105.8532";"11871.38";"19567.35"
"2018-07-20";"624.2835";"56.45";"0.32";"3907.96";"369.7";"1105.8382";"11872.34";"19567"
"2018-07-19";"620.7932";"56.14";"0.29";"3874.61";"642.6";"1105.8382";"11872.58";"19566.58"
"2018-07-18";"617.6256";"55.86";"0.28";"3711.61";"564.6";"1105.5724";"11871.88";"19566.44"
"2018-07-17";"613.8865";"55.57";"0.29";"3662.19";"413.9";"1104.6724";"11865.22";"19565.52"
"2018-07-16";"611.1376";"55.28";"0.38";"4493.67";"302";"1105.5574";"11857.69";"19564.79"
"2018-07-15";"606.9181";"54.9";"0.5";"5625.99";"109";"1105.5841";"11849.89";"19562.94"
"2018-07-14";"601.4034";"54.4";"0.49";"5567.95";"113.3";"1105.5991";"11838.33";"19562.33"
"2018-07-13";"595.9452";"53.9";"0.34";"4128.52";"337.7";"1105.5991";"11838.79";"19561.02"
"2018-07-12";"592.1408";"53.56";"0.33";"3985.4";"365.1";"1105.5991";"11839.1";"19560.12"
"2018-07-11";"588.5612";"53.23";"0.34";"3917.1";"205.6";"1105.5991";"11839.52";"19558.96"
"2018-07-10";"584.8449";"52.9";"0.33";"3843.81";"205.9";"1105.5772";"11840.29";"19557.88"
"2018-07-09";"582.0904";"52.8";"0.37";"4286.01";"188.9";"1102.4227";"11840.48";"19557.3"
"2018-07-08";"577.9867";"52.28";"0.52";"5898.09";"200.4";"1105.5566";"11841.24";"19555.17"
"2018-07-07";"572.3119";"51.77";"0.51";"5833.62";"186";"1105.5566";"11841.85";"19553.5"
"2018-07-06";"566.5904";"51.25";"0.41";"4782.56";"235";"1105.5566";"11842.25";"19551.85"
"2018-07-05";"562.0249";"50.84";"0.38";"4464.01";"304.3";"1105.5566";"11842.8";"19550.34"
"2018-07-04";"557.858";"50.46";"0.35";"4173.07";"314.6";"1105.5566";"11811.9";"19548.7"
"2018-07-03";"553.1903";"50.04";"0.37";"4317.83";"269.3";"1105.5566";"11813.49";"19547.06"
"2018-07-02";"549.0331";"49.66";"0.39";"4640.55";"350.8";"1105.5566";"11813.71";"19546.39"
"2018-07-01";"544.5783";"49.26";"0.49";"5672.98";"240.1";"1105.569";"11814.6";"19544.65"
"2018-06-30";"539.112";"48.76";"0.48";"5473.25";"216.3";"1105.569";"11839.47";"19543.08"
"2018-06-29";"534.1862";"48.32";"0.39";"4758.6";"423.3";"1105.569";"11839.84";"19541.99"
"2018-06-28";"529.8471";"47.93";"0.35";"4413.27";"503.4";"1105.569";"11840.4";"19540.38"
"2018-06-27";"525.9308";"47.57";"0.35";"4189.43";"346.2";"1105.569";"11840.64";"19539.52"
"2018-06-26";"522.4112";"47.25";"0.35";"4121.49";"223.7";"1105.569";"11842.4";"19538.74"
"2018-06-25";"518.5325";"46.9";"0.36";"4203.93";"244.4";"1105.569";"11842.73";"19537.73"
"2018-06-24";"507.0137";"45.86";"0.46";"5197.84";"142.5";"1105.5834";"11843.46";"19536.44"
"2018-06-23";"502.0234";"45.41";"0.46";"5187.53";"141.8";"1105.5834";"11844.11";"19534.56"
"2018-06-22";"497.0067";"45.01";"0.35";"4046.3";"143.2";"1104.1268";"11844.57";"19533.35"
"2018-06-21";"500.6767";"45.29";"0.33";"3840.33";"244.3";"1105.6055";"11845.28";"19532.73"
"2018-06-20";"497.0909";"44.96";"0.33";"3853.42";"250.6";"1105.6055";"11845.39";"19532.18"
"2018-06-19";"493.5564";"44.64";"0.34";"4045.8";"311.6";"1105.6055";"11847.57";"19531.46"
"2018-06-18";"489.8143";"44.3";"0.37";"4257.82";"203.1";"1105.6055";"11847.91";"19530.59"
"2018-06-17";"485.7686";"43.94";"0.47";"5287.58";"92.2";"1105.5808";"11848.03";"19528.68"
"2018-06-16";"480.5745";"43.47";"0.47";"5251.34";"84.8";"1105.5808";"11848.49";"19527.21"
"2018-06-15";"475.4202";"43";"0.39";"4510.73";"236.2";"1105.5808";"11848.82";"19526.38"
"2018-06-14";"471.6902";"42.66";"0.4";"4683.03";"223.1";"1105.5808";"11848.93";"19526.18"
"2018-06-13";"466.9985";"42.24";"0.38";"4478.2";"243.1";"1105.5808";"11848.96";"19526.08"
"2018-06-12";"462.5324";"41.84";"0.34";"4215.19";"466.6";"1105.5808";"11849.22";"19525.33"
"2018-06-11";"458.7958";"41.5";"0.37";"4276.18";"176.5";"1105.5808";"11849.64";"19524.08"
"2018-06-10";"454.6919";"41.13";"0.48";"5366.91";"88.5";"1105.5643";"11866.36";"19521.68"
"2018-06-09";"449.4559";"40.65";"0.45";"5124.73";"117.4";"1105.5643";"11866.92";"19520.04"
"2018-06-08";"444.4817";"40.2";"0.35";"4222";"354.6";"1105.5643";"11867";"19519.83"
"2018-06-07";"440.6507";"39.86";"0.34";"4043.33";"283.8";"1105.5643";"11846.02";"19519.51"
"2018-06-06";"437.046";"39.53";"0.34";"4018.13";"273.6";"1105.5643";"11845.26";"19519.38"
"2018-06-05";"433.5593";"39.22";"0.31";"3860.68";"403.4";"1105.5643";"11835.44";"19519.67"
"2018-06-04";"430.4139";"38.93";"0.36";"4290.21";"279.4";"1105.5643";"11790.58";"19518.25"
"2018-06-03";"426.4025";"38.57";"0.46";"5196.03";"126.6";"1105.5643";"11791.22";"19516.44"
"2018-06-02";"421.3521";"38.11";"0.46";"5225.16";"175.2";"1105.5643";"11791.8";"19514.81"
"2018-06-01";"416.3063";"37.66";"0.33";"4320.47";"719.9";"1105.5643";"11791.88";"19514.34"
"2018-05-31";"412.7135";"37.35";"0.34";"4313.33";"579";"1105.0806";"11362.13";"19523.41"
"2018-05-30";"409.0331";"37.01";"0.36";"4472.49";"548.9";"1105.0806";"11362.13";"19085.37"
"2018-05-29";"405.1235";"36.66";"0.41";"4872.52";"289.4";"1105.0806";"11290.32";"18965.76"
"2018-05-28";"401.017";"36.39";"0.44";"5134.47";"316.1";"1101.8775";"11251.32";"18965.76"
"2018-05-27";"396.2265";"35.96";"0.52";"5837.33";"94.8";"1101.8867";"11681.42";"19401.91"
"2018-05-26";"390.4251";"35.43";"0.52";"5808.41";"86.9";"1101.8867";"11752.75";"19542.15"
"2018-05-25";"384.7516";"34.92";"0.42";"4953.95";"365.8";"1101.8867";"11753.08";"19541.03"
"2018-05-24";"380.1513";"34.5";"0.32";"4297.93";"745";"1101.8867";"11752.21";"19540.4"
"2018-05-23";"376.6139";"34.08";"0.39";"4520.12";"192.1";"1105.0413";"11753.97";"19538.26"
"2018-05-22";"372.2478";"33.69";"0.41";"4707.12";"178.4";"1104.911";"11753.55";"19536.62"
"2018-05-21";"367.7336";"33.38";"0.45";"5175.58";"163";"1101.7564";"11768.45";"19547.71"
"2018-05-20";"362.5328";"32.91";"0.48";"5404.73";"119.3";"1101.746";"11769.14";"19545.17"
"2018-05-19";"357.2588";"32.43";"0.44";"5099.18";"236.6";"1101.746";"11769.75";"19543.41"
"2018-05-18";"352.4276";"31.99";"0.34";"4214.02";"417";"1101.746";"11770.45";"19541.33"
"2018-05-17";"348.6295";"31.64";"0.38";"4555.67";"403.4";"1101.746";"11771.07";"19539.64"
"2018-05-16";"344.5145";"31.27";"0.38";"4550.71";"344.4";"1101.746";"11771.86";"19515.43"
"2018-05-15";"340.3327";"30.89";"0.38";"4551.28";"382.9";"1101.746";"11772.42";"19513.85"
"2018-05-14";"336.1472";"30.51";"0.38";"4613.01";"406.8";"1101.746";"11772.64";"19513.32"
"2018-05-13";"330.8726";"30.03";"0.48";"5442.74";"164.7";"1101.7313";"11773.17";"19511.07"
"2018-05-12";"326.685";"29.65";"0.48";"5519.41";"205.6";"1101.7313";"11773.92";"19508.78"
"2018-05-11";"321.3911";"29.17";"0.45";"5176.42";"228.7";"1101.7313";"11774.56";"19507.02"
"2018-05-10";"316.4596";"28.72";"0.44";"4974.93";"158.9";"1101.7313";"11775.2";"19505.17"
"2018-05-09";"311.6859";"28.29";"0.4";"4696.47";"292.3";"1101.7313";"11775.97";"19503.02"
"2018-05-08";"307.2852";"27.89";"0.41";"4842.57";"287.3";"1101.7313";"11776.73";"19500.85"
"2018-05-07";"302.678";"27.47";"0.39";"4533.78";"224.8";"1101.7314";"11777.37";"19499.07"
"2018-05-06";"297.9665";"27.05";"0.43";"5068.09";"285.9";"1101.7418";"11778.34";"19496.98"
"2018-05-05";"293.6768";"26.66";"0.4";"4721.03";"328.3";"1101.7418";"11778.69";"19495.91"
"2018-05-04";"289.3679";"26.26";"0.27";"3528.65";"564.5";"1101.7418";"11778.82";"19495.3"
"2018-05-03";"286.0024";"26.08";"0.21";"3091.73";"733.7";"1096.7904";"11762.63";"19519.07"
"2018-05-02";"284.0514";"25.78";"0.21";"3042.78";"748.3";"1101.7418";"11762.78";"19518.41"
"2018-05-01";"281.7458";"25.57";"0.34";"4046.13";"348.7";"1101.7418";"11762.75";"19518.23"
"2018-04-30";"276.7061";"25.13";"0.3";"4038.18";"719.8";"1100.9146";"11763.16";"19516.93"
"2018-04-29";"273.5745";"24.85";"0.41";"4763.98";"205";"1100.9313";"11763.77";"19515.98"
"2018-04-28";"269.0159";"24.44";"0.4";"4648.22";"213";"1100.9313";"11763.92";"19515.4"
"2018-04-27";"264.6171";"24.04";"0.31";"3790.37";"363.6";"1100.9313";"11764.05";"19514.95"
"2018-04-26";"261.1611";"23.72";"0.34";"3852.26";"153.1";"1100.9313";"11764.46";"19513.74"
"2018-04-25";"257.4434";"23.39";"0.33";"3838.5";"170.2";"1100.5313";"11765.04";"19517.2"
"2018-04-24";"253.7857";"23.05";"0.3";"3500.3";"177.7";"1100.9313";"11772.1";"19515.85"
"2018-04-23";"250.414";"22.75";"0.39";"4396.53";"131.7";"1100.9268";"11814.8";"19513.83"
"2018-04-22";"246.0994";"22.36";"0.52";"5873.75";"143.6";"1100.7547";"11815.01";"19510.58"
"2018-04-21";"240.1813";"21.82";"0.48";"5450.44";"168.4";"1100.7547";"11815.76";"19508.47"
"2018-04-20";"234.8815";"21.34";"0.4";"4544.56";"187.6";"1100.7547";"11816.25";"19507.03"
"2018-04-19";"230.6042";"20.95";"0.38";"4347.38";"188.6";"1100.7547";"11768.37";"19505.06"
"2018-04-18";"226.4534";"20.57";"0.37";"4199.08";"163.2";"1100.7547";"11769.02";"19503.27"
"2018-04-17";"222.4565";"20.21";"0.28";"3321.41";"231.4";"1100.7547";"11769.63";"19501.6"
"2018-04-16";"219.3698";"19.93";"0.21";"2611.04";"316.8";"1100.7547";"11770.08";"19500.47"
"2018-04-15";"217.0587";"19.72";"0.3";"3419.07";"139.5";"1100.8175";"11771.36";"19500.61"
"2018-04-14";"212.9365";"19.34";"0.27";"3152.79";"214.9";"1100.8175";"11770.56";"19500.52"
"2018-04-13";"210.013";"19.08";"0.12";"1905.96";"556.9";"1100.8175";"11770.85";"19499.88"
"2018-04-12";"208.6653";"18.96";"0.06";"1601.49";"983.1";"1100.8175";"11743.01";"19486.09"
"2018-04-11";"208.003";"18.89";"0.09";"1613.87";"642.7";"1101.0436";"11743.33";"19529.1"
"2018-04-10";"207.0818";"18.8";"0.11";"1864.09";"631.5";"1101.4758";"11743.65";"19543.16"
"2018-04-09";"205.8589";"18.69";"0.16";"2303.67";"501.8";"1101.4758";"11744.07";"19542.14"
"2018-04-08";"204.0305";"19.38";"0.29";"3359.77";"260.7";"1052.5832";"11744.58";"19540.91"
"2018-04-07";"200.9371";"19.09";"0.24";"2922.49";"380";"1052.5832";"11745.05";"19539.69"
"2018-04-06";"198.4187";"18.85";"0.1";"1728.63";"644.5";"1052.5832";"11745.08";"19539.66"
"2018-04-05";"197.3453";"18.75";"0.01";"1183.53";"1078.9";"1052.5832";"11745.31";"19539.13"
"2018-04-04";"197.2654";"18.74";"0.08";"1322.01";"504";"1052.5832";"11745.25";"19539.34"
"2018-04-03";"196.4064";"18.57";"0.04";"1130.83";"662.2";"1057.7068";"11807.96";"19446.76"
"2018-04-02";"195.9589";"18.53";"0.03";"1253.49";"974.9";"1057.7067";"11847.63";"19803.06"
"2018-04-01";"195.6986";"18.5";"0.02";"1513.89";"1307.4";"1057.7214";"11847.95";"19804.79"
"2018-03-31";"193.8398";"18.35";"-0.01";"1501.35";"1570.3";"1056.3775";"11815.02";"19926"
"2018-03-30";"195.9908";"17.72";"-0.07";"1135.66";"1871.8";"1105.9838";"11811.65";"19874.85"
"2018-03-29";"196.8097";"17.79";"-0.17";"574.63";"2438.5";"1105.9838";"11811.09";"19784.82"
"2018-03-28";"198.7293";"17.97";"-0.22";"468.92";"2875.7";"1105.9838";"11810.5";"19785.89"
"2018-03-27";"201.1381";"18.18";"-0.26";"379.31";"3236";"1106.3099";"11809.81";"19787.18"
"2018-03-26";"203.973";"18.44";"-0.23";"451.31";"2983.9";"1106.3099";"11809.38";"19780.53"
"2018-03-25";"206.4264";"18.66";"-0.07";"1131.15";"1923.9";"1106.3059";"11808.83";"19833.48"
"2018-03-24";"207.1961";"18.74";"-0.17";"667.96";"2553.4";"1105.4437";"11628.63";"19517.91"
"2018-03-23";"209.1172";"18.9";"-0.36";"227.87";"4156.3";"1106.3059";"11807.54";"19783.66"
"2018-03-22";"213.0427";"19.26";"-0.44";"182.57";"5075.8";"1106.3059";"11806.77";"19784.96"
"2018-03-21";"218.0236";"19.71";"-0.49";"267.08";"5721.2";"1106.3059";"11806.02";"19786.26"
"2018-03-20";"223.5011";"20.2";"-0.53";"171.03";"6016.9";"1106.3059";"11805.26";"19783.64"
"2018-03-19";"229.3727";"20.73";"-0.57";"217.91";"6474.1";"1106.3059";"11804.65";"19784.62"
"2018-03-18";"235.7713";"21.31";"-0.45";"267.41";"5204.4";"1106.3202";"11804.27";"19785.92"
"2018-03-17";"240.6906";"21.76";"-0.34";"349.49";"4163";"1106.3202";"11803.77";"19786.84"
"2018-03-16";"244.5086";"22.1";"-0.22";"1391.35";"3823.8";"1106.3202";"11803.32";"19787.7"
"2018-03-15";"247.0537";"22.33";"-0.25";"1027";"3782";"1106.3202";"11802.8";"19807.58"
"2018-03-14";"249.8087";"22.58";"-0.22";"1432.23";"3836.5";"1106.3202";"11802.5";"19851.54"
"2018-03-13";"252.1137";"22.79";"-0.22";"1235.54";"3719.9";"1106.3202";"11801.91";"19902.87"
"2018-03-12";"254.5397";"23.01";"-0.21";"744.14";"3096";"1106.3096";"11801.3";"19941.56"
"2018-03-11";"256.8776";"23.22";"-0.07";"1254.37";"2042.2";"1106.3138";"11801.05";"19968.09"
"2018-03-10";"257.654";"23.29";"-0.13";"1134.11";"2596.2";"1106.3138";"11800.75";"19964.18"
"2018-03-09";"259.1156";"23.42";"-0.36";"201.18";"4176.5";"1106.3138";"11800.07";"19860.52"
"2018-03-08";"262.7475";"23.76";"-0.44";"190.98";"5049.5";"1105.9877";"11799.38";"19861.77"
"2018-03-07";"263.5951";"23.83";"-0.49";"230.03";"5624.3";"1106.3138";"11798.73";"19858.97"
"2018-03-06";"273.514";"24.72";"-0.52";"257.07";"6005.4";"1106.3138";"11798.09";"19860.2"
"2018-03-05";"279.2477";"25.24";"-0.53";"536.19";"6347.5";"1106.3138";"11797.55";"19857.27"
"2018-03-04";"285.4582";"25.8";"-0.52";"629.87";"6375.2";"1106.3178";"11797.06";"19858.42"
"2018-03-03";"291.2837";"26.33";"-0.7";"266.76";"7966.6";"1106.3178";"11796.46";"19859.65"
"2018-03-02";"299.7086";"27.09";"-0.91";"145.65";"10177.5";"1106.3178";"11795.8";"19872.56"
"2018-03-01";"309.7405";"28";"-1.01";"119.77";"11288.6";"1106.3178";"11795.18";"19882.09"
"2018-02-28";"320.2015";"28.97";"-1.06";"114.11";"11821.6";"1105.3994";"11794.28";"19904.22"
"2018-02-27";"332.1278";"30.05";"-1.02";"69.71";"11299.8";"1105.3994";"11793.63";"19888.66"
"2018-02-26";"343.3871";"31.05";"-0.98";"107.18";"10971.2";"1105.7994";"11792.99";"19898.17"
"2018-02-25";"354.3525";"32.04";"-0.73";"326.51";"8395.1";"1105.7992";"11792.33";"19893.32"
"2018-02-24";"362.4192";"32.77";"-0.66";"445.95";"7758.1";"1105.7992";"11791.73";"19894.41"
"2018-02-23";"369.8704";"33.45";"-0.78";"191.42";"8783";"1105.7992";"11791.2";"19875.5"
"2018-02-22";"378.3152";"34.21";"-0.77";"206.48";"8746.7";"1105.7992";"11791.12";"19827.41"
"2018-02-21";"386.9138";"34.99";"-0.73";"324.54";"8407.1";"1105.7992";"11790.63";"19828.06"
"2018-02-20";"395.0829";"35.73";"-0.68";"405.64";"7909.2";"1105.7992";"11790.04";"19839.55"
"2018-02-19";"402.6671";"36.41";"-0.69";"207.76";"7820.9";"1105.7992";"11789.31";"19943.06"
"2018-02-18";"410.2666";"37.1";"-0.47";"462.18";"5707.8";"1105.7928";"11788.6";"20070.38"
"2018-02-17";"415.5983";"37.58";"-0.47";"552.93";"5737";"1105.7928";"11787.95";"20072.22"
"2018-02-16";"420.8776";"38.06";"-0.58";"174.93";"6639.2";"1105.7928";"11787.14";"20022.59"
"2018-02-15";"427.4694";"38.66";"-0.63";"349.56";"7287";"1105.7928";"11786.8";"20023.61"
"2018-02-14";"434.5226";"39.3";"-0.68";"125.1";"7677.6";"1105.7928";"11785.87";"20078.11"
"2018-02-13";"441.6587";"39.96";"-0.72";"120.63";"8122.2";"1105.2744";"11784.94";"20080.71"
"2018-02-12";"449.7554";"40.69";"-0.7";"69.4";"7859.7";"1105.2744";"11784.02";"20083.3"
"2018-02-11";"457.6267";"41.4";"-0.47";"383.14";"5609.5";"1105.2706";"11783.24";"20085.33"
"2018-02-10";"462.9079";"41.88";"-0.53";"299.3";"6165.8";"1105.2706";"11782.31";"20107.96"
"2018-02-09";"468.8675";"42.42";"-0.77";"112.1";"8666.2";"1105.2706";"11781.21";"20111"
"2018-02-08";"477.525";"43.2";"-0.84";"114.93";"9439.9";"1105.2706";"11780.6";"20112.75"
"2018-02-07";"486.9823";"44.06";"-0.87";"114.77";"9775.4";"1105.2706";"11779.76";"20115.14"
"2018-02-06";"496.7876";"44.95";"-0.87";"95.53";"9763";"1105.2706";"11779.11";"19989.2"
"2018-02-05";"506.5086";"45.83";"-0.81";"90.2";"9005.7";"1105.2706";"11778.26";"20113.35"
"2018-02-04";"515.508";"46.64";"-0.55";"212.47";"6263.5";"1105.2806";"11777.56";"20125.23"
"2018-02-03";"521.6492";"47.2";"-0.51";"280.57";"5879.6";"1105.2806";"11776.56";"20128.04"
"2018-02-02";"527.3317";"47.71";"-0.58";"175.86";"6576.9";"1105.2806";"11775.67";"20130.58"
